ecli,indegree,outdegree,page_rank,hub_score,initial_hub_score,hub_rank,authority,betweenness,info_map
ECLI:EU:T:2010:433,0,9,3.158932163607213e-5,1.257417381214576e-7,1.616472455544159e-17,0,2.6519079333738806e-16,0,29
ECLI:EU:T:2010:436,14,7,4.0740436073864504e-5,4.0653958267769807e-10,NA,4.7562478675508427e-4,2.5948585234745544e-6,9552.53289650415,37
ECLI:EU:T:2010:442,19,18,8.551560104214007e-5,2.548394869655742e-6,0,6.231511867283634e-4,1.723849306760978e-6,27055.89206785828,4
ECLI:EU:T:2010:443,10,11,3.839098530069571e-5,1.0599606760936106e-6,0,3.5501790901529056e-4,2.145057911542546e-6,1499.4721541984652,2
ECLI:EU:T:2010:448,0,1,3.158932163607213e-5,7.464051658306824e-8,NA,0,2.948429284573913e-17,0,39
ECLI:EU:T:2010:451,23,10,5.352123477486051e-5,7.850325248365209e-7,0,8.012848850472232e-4,1.387919341960799e-5,3130.830116911462,21
ECLI:EU:T:2010:452,2,16,3.384208886265853e-5,2.728357129844961e-6,0,6.408135027418756e-5,2.482391855202949e-7,3257.874485258251,2
ECLI:EU:T:2010:453,21,21,3.38837602187945e-5,7.98358307907779e-6,0,6.667277610111582e-4,1.6810277977656745e-5,1958.7061640440024,25
ECLI:EU:T:2010:455,3,6,3.4696635296362996e-5,1.409506799200601e-6,0,9.926053007887231e-5,1.5772868888331017e-8,6306.78225108967,33
ECLI:EU:T:2010:456,1,3,3.2761646700635704e-5,6.771029276728881e-8,1.672762775281097e-17,3.7514402066034424e-5,8.430386887938095e-9,721.6552190608967,1
ECLI:EU:T:2010:458,36,29,6.492873808670349e-5,2.3559542703391316e-6,1.672762775281097e-17,0.0013447251939227402,3.3947657179039346e-7,55831.223109296734,4
ECLI:EU:T:2010:464,4,21,3.6908717877373025e-5,5.119210824127823e-7,0,1.3972898156769235e-4,1.3605651251404283e-6,3160.1033699573645,1
ECLI:EU:T:2010:466,1,6,3.191166165276675e-5,2.278602759708421e-8,0,3.158932163607213e-5,7.840183437227619e-9,1.7666666666666664,4
ECLI:EU:T:2010:467,1,6,3.191166165276675e-5,2.278602759708421e-8,0,3.158932163607213e-5,7.840183437227619e-9,1.7666666666666664,4
ECLI:EU:T:2010:476,31,21,5.539658429491296e-5,2.291303050912962e-6,0,0.00105358438752754,3.789844704352814e-7,3611.0334150949056,4
ECLI:EU:T:2010:477,3,25,3.5098401023680614e-5,2.5840355806138355e-4,3.521484692804189e-18,1.0193457227884866e-4,5.7449549519096975e-8,30946.436257917983,2
ECLI:EU:T:2010:479,0,6,3.158932163607213e-5,6.152868249186503e-7,NA,0,1.7724144162296314e-16,0,1
ECLI:EU:T:2010:480,0,5,3.158932163607213e-5,3.7070870607069645e-8,3.521484692804189e-18,0,1.474774116534504e-16,0,3
ECLI:EU:T:2010:484,4,13,3.404233094902327e-5,5.258243459449316e-7,3.587032415005111e-16,1.5511596506109172e-4,7.09460869892753e-8,116.30305250876495,1
ECLI:EU:T:2010:485,0,1,3.158932163607213e-5,3.796740566013375e-8,NA,0,2.948429284573913e-17,0,23
ECLI:EU:T:2010:498,4,25,3.2533140244186146e-5,6.887923646599239e-6,1.7723541458729145e-16,1.2748834789723775e-4,8.606573616014078e-7,323.2006414100088,2
ECLI:EU:T:2010:499,39,24,8.531358045977119e-5,0.0021563036250045083,3.5436127993655106e-17,0.0015846524419656394,0.019321396763120943,312245.07308414247,23
ECLI:EU:T:2010:500,21,9,4.628978490773943e-5,6.282673970980265e-8,1.7723541458729145e-16,7.826667095601096e-4,1.4145085944065333e-7,26126.95555961129,1
ECLI:EU:T:2010:501,0,5,3.158932163607213e-5,7.013482575156273e-8,3.1889901147894764e-16,0,1.474774116534504e-16,0,2
ECLI:EU:T:2010:504,2,10,3.292263715967258e-5,2.0860391512103197e-7,5.911033430793923e-17,6.317864327214426e-5,4.7544849321515396e-7,140.91281052281053,19
ECLI:EU:T:2010:505,73,11,1.0064103582816383e-4,1.4685172862290246e-6,4.141741927036514e-16,0.002612367192025484,4.038293866022459e-4,90223.10422252482,1
ECLI:EU:T:2010:508,12,13,3.604858204140936e-5,1.6077645896185978e-7,3.9420033000449896e-17,3.8437500883194457e-4,6.723616971550366e-8,94.4866982639296,4
ECLI:EU:T:2010:509,10,12,3.838243988441596e-5,1.112122331598372e-7,3.9420033000449896e-17,3.454077568387576e-4,6.487767645250231e-8,3797.2093006817067,4
ECLI:EU:T:2010:510,2,13,3.354969561048375e-5,1.4906115636828653e-7,1.5768013200179959e-16,7.347242518709733e-5,9.19832787705253e-9,1100.8281986613047,2
ECLI:EU:T:2010:511,34,11,9.963405942840514e-5,3.921866806595682e-6,3.6101193035053544e-16,0.0010994465969831702,1.560474213116562e-5,22471.155603814706,4
ECLI:EU:T:2010:516,24,27,3.985377324964229e-5,1.2343252642794342e-5,0,7.739529516345985e-4,1.8316637981948014e-5,4031.766138081491,1
ECLI:EU:T:2010:517,95,20,5.421275864032939e-5,8.679997733053683e-5,0,0.0030449475862002863,5.406652830663636e-6,8917.736611365917,2
ECLI:EU:T:2010:518,10,21,3.892910684615059e-5,5.936853510221083e-7,0,3.4815731670014347e-4,8.44647238712635e-8,6285.71518973542,19
ECLI:EU:T:2010:521,2,17,3.882125408260244e-5,2.1613159608774095e-6,0,9.134886878976414e-5,4.033270762820211e-9,1985.2674460769117,10
ECLI:EU:T:2010:522,5,10,3.674263976810752e-5,2.2923822947670171e-7,0,1.8528669418323675e-4,5.2686063075168506e-8,2085.019734950292,4
ECLI:EU:T:2010:524,1,11,3.262147342738648e-5,2.0192512003396127e-6,0,4.3350375235202614e-5,4.033492385339785e-9,90.2353571148013,1
ECLI:EU:T:2010:526,0,12,3.158932163607213e-5,1.8807968925054565e-4,0,0,3.544828832459263e-16,0,2
ECLI:EU:T:2010:527,0,9,3.158932163607213e-5,3.0437990706271295e-7,0,0,2.6519079333738806e-16,0,2
ECLI:EU:T:2010:528,7,13,3.75657978589517e-5,2.3440665918637422e-7,0,2.463765175128057e-4,6.008593460852169e-8,2011.7337732218407,1
ECLI:EU:T:2010:532,11,8,3.91998214182015e-5,1.3128032975114344e-7,0,4.167747566513687e-4,6.417495817828004e-8,272.5249872693895,14
ECLI:EU:T:2010:535,7,16,3.6659049347504194e-5,8.678931570948072e-5,0,2.3960363869864819e-4,4.606632877551138e-7,9310.616669521245,1
ECLI:EU:T:2010:536,9,4,7.144337698527354e-5,2.8909243103084813e-7,0,3.241447498536355e-4,2.973213836128304e-6,2732.299373799419,2
ECLI:EU:T:2010:537,4,7,3.4926622231497905e-5,1.2201707349040802e-7,0,1.5175236653730773e-4,1.508101604799487e-8,283.42675575099037,1
ECLI:EU:T:2010:538,7,11,3.757456129218245e-5,1.930502290496667e-6,0,2.4000346087066848e-4,1.5517619742054986e-7,1772.5949096896647,12
ECLI:EU:T:2010:540,1,7,3.2320728053192877e-5,1.3721692662759244e-7,0,3.657032085603725e-5,9.825549166036827e-10,39.82651212780793,1
ECLI:EU:T:2010:546,7,20,3.823782299434736e-5,1.0869969043946773e-7,0,2.7218441313041727e-4,6.8726867001742844e-9,8176.3053340349015,1
ECLI:EU:T:2010:547,0,12,3.158932163607213e-5,6.953206817341145e-8,0,0,3.544828832459263e-16,0,1
ECLI:EU:T:2010:548,0,12,3.158932163607213e-5,6.953206817341145e-8,0,0,3.544828832459263e-16,0,1
ECLI:EU:T:2010:549,25,40,4.77992706296023e-5,1.0227594406450376e-4,0,8.397783361678929e-4,9.63004842234462e-6,101677.10074660195,5
ECLI:EU:T:2010:550,11,18,3.731654348356481e-5,1.0183254302306794e-7,0,3.7583274678570043e-4,4.552002844497604e-8,2389.3929108708444,3
ECLI:EU:T:2010:551,0,3,3.158932163607213e-5,8.68858739919225e-8,0,0,8.862072081148157e-17,0,1
ECLI:EU:T:2010:552,8,14,3.8561735424352315e-5,2.6820104263600395e-7,0,2.859848981184121e-4,2.710202574327898e-8,1750.4502378748198,1
ECLI:EU:T:2010:553,1,13,3.2345330698946576e-5,4.6758059492575994e-7,0,3.477641689222446e-5,5.478054090892036e-9,3141.707308294372,3
ECLI:EU:T:2010:555,0,4,3.158932163607213e-5,1.0269085394293725e-7,NA,0,1.1793717138295653e-16,0,1
ECLI:EU:T:2010:556,0,1,3.158932163607213e-5,4.080040598607706e-8,NA,0,2.948429284573913e-17,0,85
ECLI:EU:T:2011:2,0,1,3.158932163607213e-5,9.117949899108281e-9,NA,0,2.948429284573913e-17,0,2
ECLI:EU:T:2011:4,0,5,3.158932163607213e-5,3.1382126131398924e-5,NA,0,1.474774116534504e-16,0,1
ECLI:EU:T:2011:6,2,22,3.200497060496782e-5,2.738981094188855e-6,0,6.317864327214428e-5,1.40091735991389e-7,1300.7546194709191,1
ECLI:EU:T:2011:7,24,11,5.215615043901365e-5,6.056789530612149e-8,0,7.819604710815953e-4,1.4628933202015047e-7,3802.7911420201804,4
ECLI:EU:T:2011:9,38,12,6.983850454119743e-5,5.642236292327321e-8,1.1804210367013548e-16,0.0013184293071041066,3.5213476653120554e-7,19580.88515956713,6
ECLI:EU:T:2011:10,3,13,3.5618470760661644e-5,1.922840166715161e-6,5.3195085639648886e-17,1.2483004572558847e-4,3.930375201508771e-8,12636.488552843548,1
ECLI:EU:T:2011:16,32,16,5.693337317395577e-5,2.0719575214116955e-7,0,0.0012087299057113685,1.2472399651564744e-7,42903.91429697256,14
ECLI:EU:T:2011:18,0,3,3.158932163607213e-5,2.508678924565558e-7,NA,0,8.862072081148157e-17,0,3
ECLI:EU:T:2011:23,8,10,4.0237146457806685e-5,5.388031237444697e-7,8.42827038289925e-18,3.4306729713837636e-4,7.306617758630559e-8,18168.853731642375,14
ECLI:EU:T:2011:24,2,33,3.221177521767307e-5,7.722842365185038e-6,2.938458925621742e-17,6.814592185621347e-5,4.455053462247887e-7,1724.7050245719024,2
ECLI:EU:T:2011:25,0,7,3.158932163607213e-5,6.064282710117232e-8,2.6453908819664974e-16,0,2.0611031279640031e-16,0,2
ECLI:EU:T:2011:26,0,13,3.158932163607213e-5,7.535609505048318e-7,2.938458925621742e-17,0,3.8312796472034457e-16,0,2
ECLI:EU:T:2011:27,4,15,3.422569970936856e-5,1.0330090652090505e-6,5.876917851243484e-17,1.3523393252468208e-4,1.2942594593592815e-7,9858.519162712557,2
ECLI:EU:T:2011:28,12,14,4.33506433346426e-5,1.077933207892118e-7,1.4691630821141395e-16,4.1760173522160037e-4,1.40887252466944e-7,13567.40351993914,30
ECLI:EU:T:2011:33,38,15,7.357695463018182e-5,6.622308824428679e-7,0,0.001302568148647972,2.449812044576149e-7,46295.44414744025,1
ECLI:EU:T:2011:34,3,11,3.515456905434205e-5,5.862009243978676e-7,0,1.0377561058144134e-4,3.215257367077831e-8,3164.664177178398,2
ECLI:EU:T:2011:36,21,5,4.843916329989469e-5,1.9634480055403312e-7,0,7.235217641665641e-4,2.8353065167317936e-7,5484.195346319429,1
ECLI:EU:T:2011:37,27,20,5.6974421873976454e-5,1.9213967192556434e-6,2.035487046333474e-17,9.514293529502923e-4,2.895355448529072e-7,13104.434386240566,19
ECLI:EU:T:2011:42,0,11,3.158932163607213e-5,8.676916871548557e-5,3.884532490963419e-17,0,3.2494264297543244e-16,0,2
ECLI:EU:T:2011:43,0,19,3.158932163607214e-5,8.713237909789834e-5,5.827302647044997e-17,0,5.612645651393833e-16,0,2
ECLI:EU:T:2011:44,0,18,3.158932163607213e-5,8.700107972405379e-5,7.769064981926838e-17,0,5.303815866747761e-16,0,2
ECLI:EU:T:2011:45,7,12,3.928506847199448e-5,6.862366838234094e-7,1.9422662454817096e-17,2.3092268514477733e-4,5.207142791847745e-8,6276.214932403875,6
ECLI:EU:T:2011:46,13,15,3.734536910056095e-5,4.7312566817035105e-5,7.769064981926838e-17,0.00045542805584397887,4.531810776627189e-6,10027.646045500427,2
ECLI:EU:T:2011:47,15,7,4.172943541257267e-5,5.230083024110628e-7,5.827302647044997e-17,5.141248743199969e-4,9.793071602358878e-8,633.7660433890234,4
ECLI:EU:T:2011:49,31,13,5.8915727441145204e-5,3.5286297182466336e-7,7.769064981926838e-17,0.0011045729215183047,7.34266543512495e-7,2923.2724070078484,1
ECLI:EU:T:2011:56,0,6,3.158932163607213e-5,4.876581352787872e-7,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:58,2,12,3.296628756450362e-5,2.23296509391007e-6,0,7.783193986538733e-5,2.222594555998198e-8,148.7837905572065,12
ECLI:EU:T:2011:63,22,1,3.688522570986888e-5,1.9101303029074933e-8,NA,7.024518140665999e-4,1.1990180044717803e-5,3288.1412106058283,4
ECLI:EU:T:2011:68,20,63,3.6714372246969524e-5,1.0617482034027081e-4,0,6.676688029949703e-4,0.004796204433845596,6222.890748014106,8
ECLI:EU:T:2011:71,0,6,3.158932163607213e-5,1.8233687236919634e-6,0,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:72,7,14,3.5787227396200795e-5,8.793099175666542e-5,0,2.2298344684286209e-4,5.033804314788131e-7,3805.838345007831,1
ECLI:EU:T:2011:73,11,9,3.9067888457505066e-5,2.054885485561875e-6,0,3.9291812450888884e-4,1.5588975755187639e-6,456.19792986689197,1
ECLI:EU:T:2011:76,3,38,3.260278385458006e-5,5.332636733269252e-5,0,1.011865613164469e-4,9.58423581627973e-7,3922.4074192146504,2
ECLI:EU:T:2011:78,3,13,3.221200164045644e-5,3.743408306524572e-8,0,1.0257880385838007e-4,9.733046701001013e-9,434.6679548302036,4
ECLI:EU:T:2011:79,3,3,3.4682216757686986e-5,5.416894062863439e-8,0,1.1355796811973585e-4,2.065169486446268e-6,103.2573489031572,2
ECLI:EU:T:2011:90,7,14,5.6994047795797204e-5,1.8703027913117953e-6,1.5331385554422776e-17,2.7429884809292284e-4,4.033643301862017e-8,16388.70974629083,15
ECLI:EU:T:2011:93,4,4,4.276011863570963e-5,4.82871765276158e-10,0,1.8161797580955625e-4,6.178883998093756e-9,6578.668770455394,5
ECLI:EU:T:2011:97,8,11,3.8389965013040805e-5,2.2565059892720318e-6,0,2.586044087313337e-4,5.864232421910501e-8,922.8760209079437,2
ECLI:EU:T:2011:101,0,1,3.158932163607213e-5,2.553643469569831e-7,NA,0,2.948429284573913e-17,0,58
ECLI:EU:T:2011:102,0,13,3.158932163607213e-5,6.71727093072919e-7,2.1314481196097893e-16,0,3.8312796472034457e-16,0,2
ECLI:EU:T:2011:103,0,10,3.158932163607213e-5,2.639668465319833e-6,2.3664997120882307e-17,0,2.949548233069008e-16,0,1
ECLI:EU:T:2011:104,8,9,3.7512268824807835e-5,2.1911984740094555e-6,1.1832498560441154e-17,2.789729929673495e-4,7.478935065274002e-8,461.6671851778504,1
ECLI:EU:T:2011:105,14,7,4.4780886830390287e-5,8.74380086312861e-5,3.315135864226628e-16,4.5606691865148787e-4,1.2451760143788886e-6,3654.214433714792,1
ECLI:EU:T:2011:106,0,14,3.158932163607213e-5,5.746527013662988e-6,1.8169516853555804e-17,0,4.1222062559280063e-16,0,2
ECLI:EU:T:2011:107,2,5,3.4600364699771814e-5,1.3805438623680837e-6,1.8169516853555804e-17,6.860147681966997e-5,2.0481663864708427e-7,1350.9816317377017,1
ECLI:EU:T:2011:108,4,13,3.2760247468365635e-5,6.221974740905831e-6,6.05174018485192e-18,1.3139746364329124e-4,1.061195677371144e-6,535.7973729993664,2
ECLI:EU:T:2011:109,1,9,3.204212224060463e-5,1.2346909728484613e-5,1.8169516853555804e-17,3.350724473540508e-5,5.66498242436523e-8,12.054563492063492,2
ECLI:EU:T:2011:110,3,14,3.297119000636897e-5,4.841974793202491e-6,1.510370475942128e-16,1.0341734671572407e-4,3.806319957448818e-7,94.35039187210339,2
ECLI:EU:T:2011:111,0,4,3.158932163607213e-5,2.021124279565989e-6,1.210348036970384e-17,0,1.1793717138295653e-16,0,1
ECLI:EU:T:2011:112,12,6,3.502280577061865e-5,6.892705650113041e-7,3.633903370711161e-17,3.882155898024697e-4,1.5653705307074331e-6,761.3902988235151,1
ECLI:EU:T:2011:113,0,16,3.158932163607213e-5,7.712361686939652e-6,9.682784295763072e-17,0,4.717486855318261e-16,0,2
ECLI:EU:T:2011:114,29,10,4.0730883133279266e-5,4.852224532129068e-5,1.210348036970384e-17,9.326567044288782e-4,6.643453956972973e-6,2168.846498253266,2
ECLI:EU:T:2011:115,3,13,3.524935928950926e-5,4.325234048961266e-6,1.147635351819851e-16,9.853971320729082e-5,2.2562544509595116e-7,2613.536491254686,2
ECLI:EU:T:2011:118,5,25,3.7336645793185444e-5,2.532218719067838e-6,3.021690437606144e-17,1.6941647827807262e-4,3.9577799191772095e-8,4600.796577434088,1
ECLI:EU:T:2011:119,0,4,3.158932163607213e-5,6.539116819318036e-7,7.848513641586087e-17,0,1.1793717138295653e-16,0,1
ECLI:EU:T:2011:120,9,16,3.9726403513946403e-5,2.297294645581046e-7,6.05174018485192e-18,3.104893507993187e-4,3.235741777295365e-8,556.8309669836823,1
ECLI:EU:T:2011:121,3,13,3.4039717959242416e-5,6.576231629088832e-8,3.633903370711161e-17,1.0969864860119888e-4,2.3602385697713316e-8,889.9783370337959,3
ECLI:EU:T:2011:122,0,11,3.158932163607213e-5,6.297847313374193e-8,4.2231998729799924e-17,0,3.2494264297543244e-16,0,19
ECLI:EU:T:2011:123,3,8,3.517369649076573e-5,1.0386993388233161e-7,4.169604586303585e-16,9.550260029510179e-5,6.641509919371627e-9,550.114689572242,1
ECLI:EU:T:2011:124,2,10,3.651114129196454e-5,1.1765910396472997e-6,NA,6.332129649720581e-5,2.5294325094647803e-7,1748.6729429458742,1
ECLI:EU:T:2011:125,0,10,3.158932163607213e-5,1.172180677019305e-5,NA,0,2.949548233069008e-16,0,2
ECLI:EU:T:2011:127,5,6,3.67126781922475e-5,1.4129153597366708e-8,0,1.6037655599852006e-4,1.0339002548392005e-8,1474.811023923441,1
ECLI:EU:T:2011:130,14,15,3.9874293765186945e-5,4.1028715261304586e-7,2.962800030664405e-17,5.030774783707572e-4,1.9365483286170707e-6,10112.393168802226,1
ECLI:EU:T:2011:131,0,10,3.158932163607213e-5,7.040640430373244e-7,2.8147846555631765e-16,0,2.949548233069008e-16,0,2
ECLI:EU:T:2011:133,1,4,3.2647809396680295e-5,1.2593479307803118e-7,NA,3.810555938189403e-5,1.3803739707984348e-9,312.50294212537824,10
ECLI:EU:T:2011:144,5,8,3.43428530761303e-5,2.1829490011109063e-6,0,1.821607868303987e-4,7.671540742448155e-8,123.78528117905076,12
ECLI:EU:T:2011:145,2,11,3.346174615988296e-5,8.77507428150909e-8,0,6.725721121889308e-5,2.181551632438157e-9,94.86954735696077,4
ECLI:EU:T:2011:151,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:152,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:153,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:154,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:155,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:156,0,6,3.158932163607213e-5,3.720103278270377e-6,NA,0,1.7724144162296314e-16,0,2
ECLI:EU:T:2011:157,5,15,3.6493103729678504e-5,1.866983816239973e-7,0,1.9296702470007987e-4,1.0717380566903926e-8,463.80777920887,1
ECLI:EU:T:2011:158,34,20,6.143704708962678e-5,2.1345864225932682e-7,0,0.0011306253211953508,6.966297991965653e-8,24876.637808604686,14
ECLI:EU:T:2011:165,3,6,3.386594503057517e-5,1.3356522525494048e-6,3.1996500695275424e-16,1.0098148741431372e-4,6.28125522696598e-8,327.73404565707193,1
ECLI:EU:T:2011:166,11,9,4.171881186498172e-5,8.717664161171922e-5,6.404019491953996e-17,5.598594809830703e-4,1.643038294239787e-5,8942.568357847922,2
ECLI:EU:T:2011:167,4,20,3.4755655643346115e-5,2.0935414758727456e-6,1.2808038983907993e-16,1.507949492239217e-4,4.426903588867666e-8,5472.539418683175,18
ECLI:EU:T:2011:168,6,18,3.500355036145284e-5,1.4373983820941294e-7,3.5205645184852005e-16,2.3606592958877885e-4,4.590080321159844e-7,3451.3228427765243,30
ECLI:EU:T:2011:169,8,12,4.017731633616763e-5,2.1840121908274196e-6,6.404019491953996e-17,2.8064055220347107e-4,3.6360657560947355e-8,6417.519687761584,12
ECLI:EU:T:2011:170,9,16,3.919649609281463e-5,8.270811951195811e-7,3.843032060101585e-16,3.1965629462976945e-4,8.32714296694288e-8,9436.797462947272,3
ECLI:EU:T:2011:171,23,9,5.464055242525602e-5,2.2672642973781742e-6,9.607580150253962e-17,7.53684042501007e-4,2.4539832117662184e-7,11988.84370042004,1
ECLI:EU:T:2011:172,2,26,3.330331779738225e-5,2.0600685354807366e-5,NA,8.196864648366372e-5,2.0602860774284985e-6,4455.815268382554,2
ECLI:EU:T:2011:173,25,19,4.814104448329513e-5,2.907498192063078e-7,3.202009745976998e-17,8.919281963685743e-4,4.921255014682873e-7,22132.42202794575,1
ECLI:EU:T:2011:174,9,20,3.896979584265771e-5,2.036665659473981e-6,9.607580150253962e-17,3.1785344557104853e-4,2.699288406403527e-7,7670.453095359549,6
ECLI:EU:T:2011:175,3,16,3.3130725083806476e-5,1.1219917075228063e-7,8.005632827913982e-16,1.0343443307989084e-4,8.861346193747364e-9,128.84520287552724,12
ECLI:EU:T:2011:176,10,7,3.624421439824306e-5,3.720176421800692e-8,6.404019491953996e-17,3.3347483377630435e-4,3.847774332473732e-8,3555.6501401141736,6
ECLI:EU:T:2011:177,1,11,3.266817066707005e-5,2.088627384971338e-6,1.9215160300507925e-16,3.236547092993756e-5,1.2040632577329203e-8,857.666594330599,4
ECLI:EU:T:2011:178,4,1,3.459782845855519e-5,2.976527223974687e-7,NA,1.2635728654428852e-4,2.556820795781866e-8,995.0285015640537,1
ECLI:EU:T:2011:181,72,33,4.5186648574466794e-05,4.9992137757576476e-5,0,0.002342169135797642,4.7084443933082405e-5,18818.995293466025,2
ECLI:EU:T:2011:182,17,21,4.724873482816263e-5,2.1176295465117854e-6,0,5.973613294226586e-4,1.3580581580645177e-7,34525.232342430434,19
ECLI:EU:T:2011:183,1,4,3.205987852822379e-5,1.474658843205018e-7,0,3.1997868666312776e-5,6.272228775207876e-7,258.00607365702183,2
ECLI:EU:T:2011:184,9,18,3.932905671729946e-5,2.2871601000721198e-6,0,3.6314854216750993e-4,7.619520518466347e-7,19283.534600700055,19
ECLI:EU:T:2011:185,0,15,3.158932163607213e-5,2.159647401991794e-6,2.7230485795430866e-16,0,4.431036040574079e-16,0,2
ECLI:EU:T:2011:186,7,5,3.808529722937079e-5,3.111322567598856e-5,6.807621448857717e-17,2.499597480253087e-4,1.453565791188221e-7,1156.8509407158442,2
ECLI:EU:T:2011:193,0,3,3.158932163607213e-5,3.894348727293626e-7,3.7229837360929956e-17,0,8.862072081148157e-17,0,4
ECLI:EU:T:2011:194,0,1,3.158932163607213e-5,1.3993824259820884e-7,NA,0,2.948429284573913e-17,0,4
ECLI:EU:T:2011:195,1,13,3.253937592725217e-5,5.725063970040471e-7,0,3.4201954482481686e-5,1.0404653603705559e-8,1425.972042861947,1
ECLI:EU:T:2011:196,8,11,3.7138798584126753e-5,5.691715858523701e-7,0,3.01219732157528e-4,6.808012400290332e-8,1908.1086012288351,4
ECLI:EU:T:2011:198,3,6,3.808934852750306e-5,5.662368967125236e-7,0,1.1148568968256237e-4,8.324668317904487e-7,843.3066278876452,1
ECLI:EU:T:2011:199,1,7,3.2312524060410585e-5,5.67044997388229e-7,0,3.905293091427643e-5,9.819172016953125e-9,152.60419384153442,14
ECLI:EU:T:2011:200,14,10,4.796948987118878e-5,1.0426288458514832e-7,0,4.6339504851485144e-4,2.918102468895919e-8,5485.433635818638,14
ECLI:EU:T:2011:202,13,17,4.305575359996845e-5,1.996284573849388e-6,3.1636712061384346e-17,4.752925208429452e-4,1.1284486411724578e-7,6276.324114390693,12
ECLI:EU:T:2011:207,2,8,3.3973726727975325e-5,2.0504263858280533e-6,0,7.25794099955648e-5,4.172358611515442e-9,1278.6817618164298,3
ECLI:EU:T:2011:208,0,1,3.158932163607213e-5,8.563600540944525e-18,NA,0,2.948429284573913e-17,0,272
ECLI:EU:T:2011:211,1,8,3.5296855491325514e-5,7.36371903966795e-7,5.380371002129271e-17,5.190547397354734e-5,9.142140077991772e-11,4838.311128497642,2
ECLI:EU:T:2011:213,18,5,5.7750887207144856e-5,5.037852413900007e-8,0,6.752517453320195e-4,6.789264559466325e-8,3257.4295990560913,1
ECLI:EU:T:2011:216,0,13,3.158932163607213e-5,2.3069964423815758e-6,7.901237313514167e-17,0,3.8312796472034457e-16,0,1
ECLI:EU:T:2011:217,19,55,3.7316146456219175e-5,1.850300890810253e-5,1.1847786380532052e-16,6.343716350141986e-4,6.475967054885765e-6,29009.373009367,2
ECLI:EU:T:2011:218,27,25,3.854719808777935e-5,1.102601742755328e-5,3.950618656757084e-17,8.814036291169128e-4,1.2476700282232547e-5,5506.490591647232,2
ECLI:EU:T:2011:220,5,12,4.0433842647975265e-5,2.8878324668270304e-7,8.68493249309414e-16,1.8792554420106304e-4,6.800443388894541e-9,20434.387298174777,2
ECLI:EU:T:2011:221,37,29,4.75020376990811e-5,2.3246506662072516e-7,7.901237313514167e-17,0.001306646582744412,2.102042518460268e-7,40631.88294245168,1
ECLI:EU:T:2011:223,5,28,3.473783123736709e-5,4.030847458318079e-6,0,1.6609996992503412e-4,6.951501873196397e-8,11026.41820471827,12
ECLI:EU:T:2011:224,0,12,3.158932163607213e-5,2.1213008986020426e-6,0,0,3.544828832459263e-16,0,14
ECLI:EU:T:2011:225,14,13,4.1458219885821385e-5,2.1920325914956063e-6,0,4.910901399099983e-4,2.0441047831278264e-7,5030.973785799719,1
ECLI:EU:T:2011:226,1,3,3.436801196517106e-5,2.02178149200089e-8,1.9733024702770806e-17,3.334428394918725e-5,5.839717942475875e-10,172.75,10
ECLI:EU:T:2011:227,7,26,3.5893408427545436e-5,2.402072412689647e-6,3.946604940554161e-17,2.3441155119929645e-4,1.1861368669153685e-7,9370.589473140302,1
ECLI:EU:T:2011:229,1,9,3.267219556978552e-5,6.057538768382778e-7,4.934506103084017e-17,3.8983461613682205e-5,3.6604320666075378e-9,1540.123971025397,15
ECLI:EU:T:2011:233,0,5,3.158932163607213e-5,5.114836343156106e-7,NA,0,1.474774116534504e-16,0,2
ECLI:EU:T:2011:234,0,1,3.158932163607213e-5,4.544786661848844e-7,NA,0,2.948429284573913e-17,0,4
ECLI:EU:T:2011:236,1,6,3.2424916248768426e-5,1.3228145228734134e-6,0,3.175259528245921e-5,1.983816137857592e-8,100.97419909746543,1
ECLI:EU:T:2011:237,2,5,3.4153389950688374e-5,8.907511338235737e-5,NA,6.317864327214426e-5,1.7615056281693427e-8,3800.135206014445,1
ECLI:EU:T:2011:238,0,11,3.158932163607213e-5,3.461974391197423e-5,NA,0,3.2494264297543244e-16,0,2
ECLI:EU:T:2011:241,58,16,6.790019970016952e-5,4.442267477482841e-7,0,0.002021582201491907,6.069709196184273e-7,52363.73818658968,4
ECLI:EU:T:2011:243,10,9,3.8985393123627015e-5,7.047775346502321e-7,0,3.4585485561062135e-4,1.3806949293313017e-7,3216.20639154464,14
ECLI:EU:T:2011:244,5,11,3.541166739940834e-5,5.032496220477776e-7,0,1.6218591363930805e-4,7.95582819286907e-8,6258.1853626375205,1
ECLI:EU:T:2011:245,0,10,3.158932163607213e-5,1.5652120824380667e-7,0,0,2.949548233069008e-16,0,1
